,year,country,sex,age,suicides_no,Population,GDPyear,suicides_100k,latitude,longitude
25208,2013,Colombia,male,35-54 years,462,5947520,380191881860.0,7.77,4.570868,-74.297333
25210,2013,Colombia,male,55-74 years,260,2672132,380191881860.0,9.73,4.570868,-74.297333
25211,2013,Colombia,male,75+ years,69,470105,380191881860.0,14.68,4.570868,-74.297333
25215,2013,Costa Rica,female,05-14 years,1,357050,49745088112.0,0.28,9.748917,-83.753428
25212,2013,Costa Rica,female,15-24 years,8,402392,49745088112.0,1.99,9.748917,-83.753428
25213,2013,Costa Rica,female,25-34 years,11,386168,49745088112.0,2.85,9.748917,-83.753428
25214,2013,Costa Rica,female,35-54 years,13,618837,49745088112.0,2.1,9.748917,-83.753428
25216,2013,Costa Rica,female,55-74 years,5,325956,49745088112.0,1.53,9.748917,-83.753428
25217,2013,Costa Rica,female,75+ years,1,84743,49745088112.0,1.18,9.748917,-83.753428
25221,2013,Costa Rica,male,05-14 years,6,373658,49745088112.0,1.61,9.748917,-83.753428
25218,2013,Costa Rica,male,15-24 years,48,418437,49745088112.0,11.47,9.748917,-83.753428
25219,2013,Costa Rica,male,25-34 years,75,395371,49745088112.0,18.97,9.748917,-83.753428
25220,2013,Costa Rica,male,35-54 years,82,607709,49745088112.0,13.49,9.748917,-83.753428
25222,2013,Costa Rica,male,55-74 years,49,310249,49745088112.0,15.79,9.748917,-83.753428
25223,2013,Costa Rica,male,75+ years,12,66659,49745088112.0,18.0,9.748917,-83.753428
25287,2013,Ecuador,female,05-14 years,20,1490382,95129659000.0,1.34,-1.8312389999999998,-78.183406
25284,2013,Ecuador,female,15-24 years,89,1431562,95129659000.0,6.22,-1.8312389999999998,-78.183406
25285,2013,Ecuador,female,25-34 years,30,1240273,95129659000.0,2.42,-1.8312389999999998,-78.183406
25286,2013,Ecuador,female,35-54 years,32,1795728,95129659000.0,1.78,-1.8312389999999998,-78.183406
25288,2013,Ecuador,female,55-74 years,12,863112,95129659000.0,1.39,-1.8312389999999998,-78.183406
25289,2013,Ecuador,female,75+ years,3,223521,95129659000.0,1.34,-1.8312389999999998,-78.183406
25293,2013,Ecuador,male,05-14 years,29,1551821,95129659000.0,1.87,-1.8312389999999998,-78.183406
25290,2013,Ecuador,male,15-24 years,156,1473845,95129659000.0,10.58,-1.8312389999999998,-78.183406
25291,2013,Ecuador,male,25-34 years,111,1248815,95129659000.0,8.89,-1.8312389999999998,-78.183406
25292,2013,Ecuador,male,35-54 years,106,1755019,95129659000.0,6.04,-1.8312389999999998,-78.183406
25294,2013,Ecuador,male,55-74 years,65,802441,95129659000.0,8.1,-1.8312389999999998,-78.183406
25295,2013,Ecuador,male,75+ years,23,178094,95129659000.0,12.91,-1.8312389999999998,-78.183406
25323,2013,Finland,female,05-14 years,1,288186,269980111643.0,0.35,61.92411,25.748151
25320,2013,Finland,female,15-24 years,31,321757,269980111643.0,9.63,61.92411,25.748151
25321,2013,Finland,female,25-34 years,31,334557,269980111643.0,9.27,61.92411,25.748151
25322,2013,Finland,female,35-54 years,72,690084,269980111643.0,10.43,61.92411,25.748151
25324,2013,Finland,female,55-74 years,69,693297,269980111643.0,9.95,61.92411,25.748151
25325,2013,Finland,female,75+ years,17,289147,269980111643.0,5.88,61.92411,25.748151
25329,2013,Finland,male,05-14 years,1,301477,269980111643.0,0.33,61.92411,25.748151
25326,2013,Finland,male,15-24 years,68,335688,269980111643.0,20.26,61.92411,25.748151
25327,2013,Finland,male,25-34 years,131,353828,269980111643.0,37.02,61.92411,25.748151
25328,2013,Finland,male,35-54 years,194,710389,269980111643.0,27.31,61.92411,25.748151
25330,2013,Finland,male,55-74 years,216,647538,269980111643.0,33.36,61.92411,25.748151
25331,2013,Finland,male,75+ years,56,169485,269980111643.0,33.04,61.92411,25.748151
25335,2013,France,female,05-14 years,11,3849484,2811077725704.0,0.29,46.227638,2.213749
25332,2013,France,female,15-24 years,116,3728182,2811077725704.0,3.11,46.227638,2.213749
25333,2013,France,female,25-34 years,160,3972053,2811077725704.0,4.03,46.227638,2.213749
25334,2013,France,female,35-54 years,846,8632938,2811077725704.0,9.8,46.227638,2.213749
25336,2013,France,female,55-74 years,816,7157766,2811077725704.0,11.4,46.227638,2.213749
25337,2013,France,female,75+ years,426,3642541,2811077725704.0,11.7,46.227638,2.213749
25341,2013,France,male,05-14 years,18,4032157,2811077725704.0,0.45,46.227638,2.213749
25338,2013,France,male,15-24 years,310,3849077,2811077725704.0,8.05,46.227638,2.213749
25339,2013,France,male,25-34 years,700,3873724,2811077725704.0,18.07,46.227638,2.213749
25340,2013,France,male,35-54 years,2852,8444516,2811077725704.0,33.77,46.227638,2.213749
25342,2013,France,male,55-74 years,2003,6526578,2811077725704.0,30.69,46.227638,2.213749
25343,2013,France,male,75+ years,1342,2201053,2811077725704.0,60.97,46.227638,2.213749
25371,2013,Greece,female,05-14 years,1,524573,239862011450.0,0.19,39.074208,21.824312
25368,2013,Greece,female,15-24 years,4,564219,239862011450.0,0.71,39.074208,21.824312
25369,2013,Greece,female,25-34 years,19,716209,239862011450.0,2.65,39.074208,21.824312
25370,2013,Greece,female,35-54 years,37,1630105,239862011450.0,2.27,39.074208,21.824312
25372,2013,Greece,female,55-74 years,34,1270384,239862011450.0,2.68,39.074208,21.824312
25373,2013,Greece,female,75+ years,13,659686,239862011450.0,1.97,39.074208,21.824312
25377,2013,Greece,male,05-14 years,0,549292,239862011450.0,0.0,39.074208,21.824312
25374,2013,Greece,male,15-24 years,25,585990,239862011450.0,4.27,39.074208,21.824312
25375,2013,Greece,male,25-34 years,55,737922,239862011450.0,7.45,39.074208,21.824312
25376,2013,Greece,male,35-54 years,152,1572683,239862011450.0,9.67,39.074208,21.824312
25378,2013,Greece,male,55-74 years,141,1144571,239862011450.0,12.32,39.074208,21.824312
25379,2013,Greece,male,75+ years,52,475655,239862011450.0,10.93,39.074208,21.824312
25395,2013,Guatemala,female,05-14 years,10,1904849,53851058955.0,0.52,15.783470999999999,-90.23075899999999
25392,2013,Guatemala,female,15-24 years,73,1640626,53851058955.0,4.45,15.783470999999999,-90.23075899999999
25393,2013,Guatemala,female,25-34 years,26,1248143,53851058955.0,2.08,15.783470999999999,-90.23075899999999
25394,2013,Guatemala,female,35-54 years,12,1416674,53851058955.0,0.85,15.783470999999999,-90.23075899999999
25396,2013,Guatemala,female,55-74 years,3,606295,53851058955.0,0.49,15.783470999999999,-90.23075899999999
25397,2013,Guatemala,female,75+ years,0,156126,53851058955.0,0.0,15.783470999999999,-90.23075899999999
25401,2013,Guatemala,male,05-14 years,8,1985171,53851058955.0,0.4,15.783470999999999,-90.23075899999999
25398,2013,Guatemala,male,15-24 years,124,1672018,53851058955.0,7.42,15.783470999999999,-90.23075899999999
25399,2013,Guatemala,male,25-34 years,79,1190771,53851058955.0,6.63,15.783470999999999,-90.23075899999999
25400,2013,Guatemala,male,35-54 years,83,1189282,53851058955.0,6.98,15.783470999999999,-90.23075899999999
25402,2013,Guatemala,male,55-74 years,31,505337,53851058955.0,6.13,15.783470999999999,-90.23075899999999
25403,2013,Guatemala,male,75+ years,6,126586,53851058955.0,4.74,15.783470999999999,-90.23075899999999
25431,2013,Iceland,female,05-14 years,0,21275,15548321544.0,0.0,64.96305100000001,-19.020835
25428,2013,Iceland,female,15-24 years,0,22970,15548321544.0,0.0,64.96305100000001,-19.020835
25429,2013,Iceland,female,25-34 years,3,22445,15548321544.0,13.37,64.96305100000001,-19.020835
25430,2013,Iceland,female,35-54 years,5,42524,15548321544.0,11.76,64.96305100000001,-19.020835
25432,2013,Iceland,female,55-74 years,3,29831,15548321544.0,10.06,64.96305100000001,-19.020835
25433,2013,Iceland,female,75+ years,3,10950,15548321544.0,27.4,64.96305100000001,-19.020835
25437,2013,Iceland,male,05-14 years,0,22051,15548321544.0,0.0,64.96305100000001,-19.020835
25434,2013,Iceland,male,15-24 years,5,24215,15548321544.0,20.65,64.96305100000001,-19.020835
25435,2013,Iceland,male,25-34 years,7,23318,15548321544.0,30.02,64.96305100000001,-19.020835
25436,2013,Iceland,male,35-54 years,12,42535,15548321544.0,28.21,64.96305100000001,-19.020835
25438,2013,Iceland,male,55-74 years,6,29974,15548321544.0,20.02,64.96305100000001,-19.020835
25439,2013,Iceland,male,75+ years,5,8368,15548321544.0,59.75,64.96305100000001,-19.020835
25443,2013,Ireland,female,05-14 years,0,314333,239389340720.0,0.0,53.41291,-8.243889999999999
25440,2013,Ireland,female,15-24 years,9,260127,239389340720.0,3.46,53.41291,-8.243889999999999
25441,2013,Ireland,female,25-34 years,24,366261,239389340720.0,6.55,53.41291,-8.243889999999999
25442,2013,Ireland,female,35-54 years,42,653648,239389340720.0,6.43,53.41291,-8.243889999999999
25444,2013,Ireland,female,55-74 years,18,404503,239389340720.0,4.45,53.41291,-8.243889999999999
25445,2013,Ireland,female,75+ years,3,140976,239389340720.0,2.13,53.41291,-8.243889999999999
25449,2013,Ireland,male,05-14 years,2,327603,239389340720.0,0.61,53.41291,-8.243889999999999
25446,2013,Ireland,male,15-24 years,44,273178,239389340720.0,16.11,53.41291,-8.243889999999999
25447,2013,Ireland,male,25-34 years,68,341171,239389340720.0,19.93,53.41291,-8.243889999999999
25448,2013,Ireland,male,35-54 years,169,648165,239389340720.0,26.07,53.41291,-8.243889999999999
25450,2013,Ireland,male,55-74 years,102,397875,239389340720.0,25.64,53.41291,-8.243889999999999
25451,2013,Ireland,male,75+ years,6,99538,239389340720.0,6.03,53.41291,-8.243889999999999
25455,2013,Israel,female,05-14 years,0,702017,292489185194.0,0.0,31.046051000000002,34.851612
25452,2013,Israel,female,15-24 years,5,597664,292489185194.0,0.84,31.046051000000002,34.851612
25453,2013,Israel,female,25-34 years,15,571000,292489185194.0,2.63,31.046051000000002,34.851612
25454,2013,Israel,female,35-54 years,26,932764,292489185194.0,2.79,31.046051000000002,34.851612
25456,2013,Israel,female,55-74 years,23,627505,292489185194.0,3.67,31.046051000000002,34.851612
25457,2013,Israel,female,75+ years,12,230693,292489185194.0,5.2,31.046051000000002,34.851612
25461,2013,Israel,male,05-14 years,7,737875,292489185194.0,0.95,31.046051000000002,34.851612
25458,2013,Israel,male,15-24 years,30,623751,292489185194.0,4.81,31.046051000000002,34.851612
25459,2013,Israel,male,25-34 years,47,574069,292489185194.0,8.19,31.046051000000002,34.851612
25460,2013,Israel,male,35-54 years,102,907964,292489185194.0,11.23,31.046051000000002,34.851612
25462,2013,Israel,male,55-74 years,71,560632,292489185194.0,12.66,31.046051000000002,34.851612
25463,2013,Israel,male,75+ years,34,160074,292489185194.0,21.24,31.046051000000002,34.851612
25467,2013,Italy,female,05-14 years,4,2752044,2130491320659.0,0.15,41.87194,12.56738
25464,2013,Italy,female,15-24 years,49,2892351,2130491320659.0,1.69,41.87194,12.56738
25465,2013,Italy,female,25-34 years,66,3469280,2130491320659.0,1.9,41.87194,12.56738
25466,2013,Italy,female,35-54 years,335,9372465,2130491320659.0,3.57,41.87194,12.56738
25468,2013,Italy,female,55-74 years,333,7290449,2130491320659.0,4.57,41.87194,12.56738
25469,2013,Italy,female,75+ years,181,3943123,2130491320659.0,4.59,41.87194,12.56738
25473,2013,Italy,male,05-14 years,7,2915569,2130491320659.0,0.24,41.87194,12.56738
25470,2013,Italy,male,15-24 years,147,3051918,2130491320659.0,4.82,41.87194,12.56738
25471,2013,Italy,male,25-34 years,342,3500820,2130491320659.0,9.77,41.87194,12.56738
25472,2013,Italy,male,35-54 years,1162,9207071,2130491320659.0,12.62,41.87194,12.56738
25474,2013,Italy,male,55-74 years,1039,6636981,2130491320659.0,15.65,41.87194,12.56738
25475,2013,Italy,male,75+ years,625,2471260,2130491320659.0,25.29,41.87194,12.56738
25479,2013,Japan,female,05-14 years,34,5398000,5155717056271.0,0.63,36.204824,138.252924
25476,2013,Japan,female,15-24 years,467,5834000,5155717056271.0,8.0,36.204824,138.252924
25477,2013,Japan,female,25-34 years,850,6913000,5155717056271.0,12.3,36.204824,138.252924
25478,2013,Japan,female,35-54 years,2242,16974000,5155717056271.0,13.21,36.204824,138.252924
25480,2013,Japan,female,55-74 years,2604,17279000,5155717056271.0,15.07,36.204824,138.252924
25481,2013,Japan,female,75+ years,1713,9588000,5155717056271.0,17.87,36.204824,138.252924
25485,2013,Japan,male,05-14 years,58,5666000,5155717056271.0,1.02,36.204824,138.252924
25482,2013,Japan,male,15-24 years,1242,6143000,5155717056271.0,20.22,36.204824,138.252924
25483,2013,Japan,male,25-34 years,2178,7186000,5155717056271.0,30.31,36.204824,138.252924
25484,2013,Japan,male,35-54 years,6333,17367000,5155717056271.0,36.47,36.204824,138.252924
25486,2013,Japan,male,55-74 years,5908,16202000,5155717056271.0,36.46,36.204824,138.252924
25487,2013,Japan,male,75+ years,2362,5964000,5155717056271.0,39.6,36.204824,138.252924
25551,2013,Luxembourg,female,05-14 years,0,29800,61739352212.0,0.0,49.815273,6.129583
25548,2013,Luxembourg,female,15-24 years,0,32027,61739352212.0,0.0,49.815273,6.129583
25549,2013,Luxembourg,female,25-34 years,2,39688,61739352212.0,5.04,49.815273,6.129583
25550,2013,Luxembourg,female,35-54 years,4,82301,61739352212.0,4.86,49.815273,6.129583
25552,2013,Luxembourg,female,55-74 years,8,50752,61739352212.0,15.76,49.815273,6.129583
25553,2013,Luxembourg,female,75+ years,2,22111,61739352212.0,9.05,49.815273,6.129583
25557,2013,Luxembourg,male,05-14 years,0,31425,61739352212.0,0.0,49.815273,6.129583
25554,2013,Luxembourg,male,15-24 years,2,33718,61739352212.0,5.93,49.815273,6.129583
25555,2013,Luxembourg,male,25-34 years,0,40174,61739352212.0,0.0,49.815273,6.129583
25556,2013,Luxembourg,male,35-54 years,10,86356,61739352212.0,11.58,49.815273,6.129583
25558,2013,Luxembourg,male,55-74 years,9,50291,61739352212.0,17.9,49.815273,6.129583
25559,2013,Luxembourg,male,75+ years,3,14046,61739352212.0,21.36,49.815273,6.129583
25563,2013,Malta,female,05-14 years,0,19765,10145114180.0,0.0,35.937496,14.375416
25560,2013,Malta,female,15-24 years,0,26698,10145114180.0,0.0,35.937496,14.375416
25561,2013,Malta,female,25-34 years,1,29657,10145114180.0,3.37,35.937496,14.375416
25562,2013,Malta,female,35-54 years,0,54854,10145114180.0,0.0,35.937496,14.375416
25564,2013,Malta,female,55-74 years,0,52903,10145114180.0,0.0,35.937496,14.375416
25565,2013,Malta,female,75+ years,0,18314,10145114180.0,0.0,35.937496,14.375416
25569,2013,Malta,male,05-14 years,1,20804,10145114180.0,4.81,35.937496,14.375416
25566,2013,Malta,male,15-24 years,2,28655,10145114180.0,6.98,35.937496,14.375416
25567,2013,Malta,male,25-34 years,2,32048,10145114180.0,6.24,35.937496,14.375416
25568,2013,Malta,male,35-54 years,11,56705,10145114180.0,19.4,35.937496,14.375416
25570,2013,Malta,male,55-74 years,4,50574,10145114180.0,7.91,35.937496,14.375416
25571,2013,Malta,male,75+ years,1,11751,10145114180.0,8.51,35.937496,14.375416
25575,2013,Mauritius,female,05-14 years,2,87604,12129642296.0,2.28,-20.348404000000002,57.552152
25572,2013,Mauritius,female,15-24 years,8,94321,12129642296.0,8.48,-20.348404000000002,57.552152
25573,2013,Mauritius,female,25-34 years,1,89909,12129642296.0,1.11,-20.348404000000002,57.552152
25574,2013,Mauritius,female,35-54 years,3,176180,12129642296.0,1.7,-20.348404000000002,57.552152
25576,2013,Mauritius,female,55-74 years,1,107634,12129642296.0,0.93,-20.348404000000002,57.552152
25577,2013,Mauritius,female,75+ years,0,24625,12129642296.0,0.0,-20.348404000000002,57.552152
25581,2013,Mauritius,male,05-14 years,0,90906,12129642296.0,0.0,-20.348404000000002,57.552152
25578,2013,Mauritius,male,15-24 years,17,96237,12129642296.0,17.66,-20.348404000000002,57.552152
25579,2013,Mauritius,male,25-34 years,19,91452,12129642296.0,20.78,-20.348404000000002,57.552152
25580,2013,Mauritius,male,35-54 years,33,178200,12129642296.0,18.52,-20.348404000000002,57.552152
25582,2013,Mauritius,male,55-74 years,12,95695,12129642296.0,12.54,-20.348404000000002,57.552152
25583,2013,Mauritius,male,75+ years,2,14627,12129642296.0,13.67,-20.348404000000002,57.552152
25587,2013,Mexico,female,05-14 years,66,11378193,1274443078609.0,0.58,23.634501,-102.552784
25584,2013,Mexico,female,15-24 years,392,11186604,1274443078609.0,3.5,23.634501,-102.552784
25585,2013,Mexico,female,25-34 years,212,9885421,1274443078609.0,2.14,23.634501,-102.552784
25586,2013,Mexico,female,35-54 years,263,15162201,1274443078609.0,1.73,23.634501,-102.552784
25588,2013,Mexico,female,55-74 years,94,6474009,1274443078609.0,1.45,23.634501,-102.552784
25589,2013,Mexico,female,75+ years,16,1815829,1274443078609.0,0.88,23.634501,-102.552784
25593,2013,Mexico,male,05-14 years,102,11898580,1274443078609.0,0.86,23.634501,-102.552784
25590,2013,Mexico,male,15-24 years,1220,11520698,1274443078609.0,10.59,23.634501,-102.552784
25591,2013,Mexico,male,25-34 years,1151,10000769,1274443078609.0,11.51,23.634501,-102.552784
25592,2013,Mexico,male,35-54 years,1469,14385858,1274443078609.0,10.21,23.634501,-102.552784
25594,2013,Mexico,male,55-74 years,565,5999782,1274443078609.0,9.42,23.634501,-102.552784
25595,2013,Mexico,male,75+ years,161,1328764,1274443078609.0,12.12,23.634501,-102.552784
25599,2013,Netherlands,female,05-14 years,3,956989,866680000367.0,0.31,52.132633,5.291266
25596,2013,Netherlands,female,15-24 years,46,1009345,866680000367.0,4.56,52.132633,5.291266
25597,2013,Netherlands,female,25-34 years,46,1014090,866680000367.0,4.54,52.132633,5.291266
25598,2013,Netherlands,female,35-54 years,209,2394702,866680000367.0,8.73,52.132633,5.291266
25600,2013,Netherlands,female,55-74 years,186,1922945,866680000367.0,9.67,52.132633,5.291266
25601,2013,Netherlands,female,75+ years,59,744083,866680000367.0,7.93,52.132633,5.291266
25605,2013,Netherlands,male,05-14 years,4,1002074,866680000367.0,0.4,52.132633,5.291266
25602,2013,Netherlands,male,15-24 years,93,1044562,866680000367.0,8.9,52.132633,5.291266
25603,2013,Netherlands,male,25-34 years,137,1024168,866680000367.0,13.38,52.132633,5.291266
25604,2013,Netherlands,male,35-54 years,555,2410644,866680000367.0,23.02,52.132633,5.291266
25606,2013,Netherlands,male,55-74 years,409,1890352,866680000367.0,21.64,52.132633,5.291266
25607,2013,Netherlands,male,75+ years,109,485554,866680000367.0,22.45,52.132633,5.291266
25611,2013,New Zealand,female,05-14 years,2,291080,190785204764.0,0.69,-40.900557,174.88597099999998
25608,2013,New Zealand,female,15-24 years,37,308050,190785204764.0,12.01,-40.900557,174.88597099999998
